PeakName	Sequence_Length
chr3-101424401-101424774	374
chr3-101425435-101425456	22
chr3-101466675-101467745	1071
chr3-101512086-101514118	2033
chr3-101515096-101515183	88
chr3-101517992-101519177	1186
chr3-101520772-101521903	1132
chr3-101530358-101531894	1537
chr3-101542852-101543557	706
chr3-101544260-101544644	385
chr3-101559658-101560101	444
chr3-101561002-101562827	1826
chr3-101570883-101571727	845
chr3-101573125-101575366	2242
chr3-101636015-101636638	624
chr3-101643722-101644654	933
chr3-101666951-101666998	48
chr3-101674293-101678771	4479
chr3-101679790-101682211	2422
chr3-101683682-101688221	4540
chr3-101689194-101689767	574
chr3-101690910-101691332	423
chr3-101693532-101693993	462
chr3-101695702-101696214	513
chr3-101701176-101701328	153
chr3-101707430-101707695	266
chr3-101719531-101722953	3423
chr3-101724039-101725993	1955
chr3-101753518-101753798	281
chr3-101769170-101769766	597
chr3-101776985-101781053	4069
chr3-101784486-101785905	1420
chr3-101791600-101792358	759
chr3-101802917-101803903	987
chr3-101808948-101810738	1791
chr3-101813705-101814135	431
chr3-101814820-101815401	582
chr3-101817837-101818675	839
chr3-101819600-101820541	942
chr3-101823774-101823866	93
chr3-101824708-101825230	523
chr3-101826250-101830332	4083
chr3-101833188-101834788	1601
chr3-101836886-101837924	1039
chr3-101842260-101842324	65
chr3-101842962-101843363	402
chr3-101846843-101867020	20178
chr3-101868130-101869529	1400
chr3-101873161-101874164	1004
chr3-101875959-101876682	724
chr3-101878028-101878548	521
chr3-101879630-101880411	782
chr3-101887455-101887828	374
chr3-101889808-101890348	541
chr3-101897994-101899626	1633
chr3-101901523-101902784	1262
chr3-101924440-101925511	1072
chr3-101935465-101935636	172
chr3-101936200-101937465	1266
chr3-101937970-101939084	1115
chr3-101939979-101943440	3462
chr3-101963845-101964339	495
chr3-101965865-101966908	1044
chr3-101972183-101972762	580
chr3-101987791-101989143	1353
chr3-101989811-101989924	114
chr3-102000669-102001025	357
chr3-102018388-102019042	655
chr3-102020525-102021268	744
chr3-102025323-102027068	1746
chr3-102030494-102031478	985
chr3-102035993-102036438	446
chr3-102038139-102039206	1068
chr3-102057630-102059976	2347
chr3-102078356-102080227	1872
chr3-102081740-102081858	119
chr3-102093062-102093530	469
chr3-102106352-102106922	571
chr3-102113783-102115088	1306
chr3-102121622-102121921	300
chr3-102124220-102124720	501
chr3-102129787-102130654	868
chr3-102132499-102132547	49
chr3-102176678-102177062	385
chr3-102179362-102180704	1343
chr3-102205644-102206001	358
chr3-102222597-102224608	2012
chr3-102225330-102225798	469
chr3-102228992-102230453	1462
chr3-102233922-102234347	426
chr3-102235698-102236058	361
chr3-102532892-102533345	454
chr3-102619401-102619751	351
chr3-103048276-103048670	395
chr3-103052429-103052794	366
chr3-104520302-104520633	332
chr3-104521641-104522549	909
chr3-104523211-104523450	240
chr3-104527023-104527566	544
chr3-104717213-104718094	882
chr3-105139860-105140944	1085
chr3-105158316-105158671	356
chr3-105351722-105352313	592
chr3-105352987-105354270	1284
chr3-105355783-105356129	347
chr3-105365587-105370254	4668
chr3-105385857-105386423	567
chr3-105388283-105388322	40
chr3-105505160-105505546	387
chr3-105518837-105519192	356
chr3-105686302-105686726	425
chr3-105722922-105723853	932
chr3-105730833-105731353	521
chr3-105739871-105740270	400
chr3-105746111-105747508	1398
chr3-105752368-105754731	2364
chr3-105755357-105755862	506
chr3-105756896-105757111	216
chr3-105758684-105759418	735
chr3-105764352-105765473	1122
chr3-105774787-105774898	112
chr3-105775574-105775744	171
chr3-105782301-105782699	399
chr3-105798362-105799023	662
chr3-105801395-105801820	426
chr3-105806172-105806836	665
chr3-105811491-105811989	499
chr3-105827297-105831313	4017
chr3-105832630-105833074	445
chr3-105835885-105838113	2229
chr3-105844131-105844419	289
chr3-105851216-105851335	120
chr3-105853810-105854615	806
chr3-105862041-105862860	820
chr3-105866486-105870115	3630
chr3-105876665-105877730	1066
chr3-105882343-105883261	919
chr3-105907005-105908267	1263
chr3-105959579-105960182	604
chr3-105970269-105970753	485
chr3-105997633-105998713	1081
chr3-106004307-106004385	79
chr3-106033612-106034056	445
chr3-106068588-106069231	644
chr3-106172702-106173296	595
chr3-106176355-106177447	1093
chr3-106184096-106185447	1352
chr3-106205877-106207084	1208
chr3-106255762-106256371	610
chr3-106302530-106302933	404
chr3-106317517-106318074	558
chr3-106334216-106334609	394
chr3-106338429-106339191	763
chr3-106534164-106534713	550
chr3-106560421-106560714	294
chr3-106609686-106610092	407
chr3-106999140-106999626	487
chr3-107235616-107236293	678
chr3-107240034-107241659	1626
chr3-107328141-107328390	250
chr3-107367497-107367598	102
chr3-107414392-107414702	311
chr3-107421138-107421588	451
chr3-107425132-107425456	325
chr3-107429640-107432570	2931
chr3-107521547-107521775	229
chr3-107522277-107526444	4168
chr3-107574699-107574979	281
chr3-107598701-107600144	1444
chr3-107600782-107601183	402
chr3-107629630-107629975	346
chr3-107630713-107631148	436
chr3-107633514-107634078	565
chr3-107650786-107651227	442
chr3-107660355-107660776	422
chr3-107661402-107662551	1150
chr3-107674725-107675837	1113
chr3-107676720-107677107	388
chr3-107681369-107681766	398
chr3-107684609-107685103	495
chr3-107690540-107691008	469
chr3-107697721-107698206	486
chr3-107861958-107862304	347
chr3-107910785-107910964	180
chr3-107927263-107928438	1176
chr3-107942297-107942602	306
chr3-107954888-107955223	336
chr3-107969997-107970244	248
chr3-107975667-107976334	668
chr3-107978584-107979112	529
chr3-107981709-107982272	564
chr3-107985405-107985975	571
chr3-107986953-107987749	797
chr3-107988274-107990118	1845
chr3-107993286-107993644	359
chr3-108001460-108001906	447
chr3-108004418-108005250	833
chr3-108006242-108007156	915
chr3-108035731-108036213	483
chr3-108036876-108037477	602
chr3-108061886-108062786	901
chr3-108065133-108065428	296
chr3-108071323-108071777	455
chr3-108077842-108078160	319
chr3-108079361-108079370	10
chr3-108079880-108080219	340
chr3-108085058-108086481	1424
chr3-108087127-108094053	6927
chr3-108096593-108097341	749
chr3-108097842-108098367	526
chr3-108099102-108103284	4183
chr3-108119748-108120159	412
chr3-108123890-108129274	5385
chr3-108130165-108134966	4802
chr3-108136838-108137328	491
chr3-108153322-108153883	562
chr3-108215805-108216264	460
chr3-108219331-108225119	5789
chr3-108292431-108294386	1956
chr3-108295450-108295757	308
chr3-108301704-108302034	331
chr3-108311970-108312137	168
chr3-108345870-108346964	1095
chr3-108388181-108389003	823
chr3-108406087-108407246	1160
chr3-108407782-108408362	581
chr3-108448695-108448926	232
chr3-108477505-108477945	441
chr3-108489655-108490142	488
chr3-108527849-108528153	305
chr3-108528675-108529291	617
chr3-108546347-108546464	118
chr3-108552511-108553155	645
chr3-108588499-108590983	2485
chr3-108597048-108597468	421
chr3-108602226-108604233	2008
chr3-108605462-108605933	472
chr3-108662111-108662610	500
chr3-108669244-108669599	356
chr3-108780153-108780674	522
chr3-108805963-108807000	1038
chr3-108818297-108818880	584
chr3-108820606-108822984	2379
chr3-108823945-108824281	337
chr3-108833328-108835750	2423
chr3-108838371-108838849	479
chr3-108862759-108863583	825
chr3-108914807-108915447	641
chr3-109059207-109059715	509
chr3-109081947-109082378	432
chr3-109532754-109533174	421
chr3-109563126-109563586	461
chr3-109731860-109732261	402
chr3-109804658-109805208	551
chr3-109806476-109807656	1181
chr3-110314548-110314918	371
chr3-110626609-110627250	642
chr3-111069996-111072928	2933
chr3-111238756-111239428	673
chr3-111310894-111312279	1386
chr3-111313096-111313509	414
chr3-111323931-111324972	1042
chr3-111392657-111393375	719
chr3-111538708-111540273	1566
chr3-111541589-111549459	7871
chr3-111550511-111550859	349
chr3-111577775-111578176	402
chr3-111603758-111604090	333
chr3-111608204-111608876	673
chr3-111609539-111611188	1650
chr3-111615730-111617448	1719
chr3-111662907-111663315	409
chr3-111666946-111669513	2568
chr3-111672238-111677630	5393
chr3-111690341-111690542	202
chr3-111691282-111691753	472
chr3-111695659-111695946	288
chr3-111717287-111718027	741
chr3-111832011-111832128	118
chr3-111858920-111861022	2103
chr3-111904476-111905247	772
chr3-111967575-111968122	548
chr3-111978353-111980081	1729
chr3-111981068-111981271	204
chr3-111989033-111989508	476
chr3-111998620-111999729	1110
chr3-112002393-112003553	1161
chr3-112013294-112014171	878
chr3-112043532-112044076	545
chr3-112071762-112073124	1363
chr3-112074895-112075560	666
chr3-112085690-112087327	1638
chr3-112087944-112088016	73
chr3-112090344-112090915	572
chr3-112092521-112092892	372
chr3-112111387-112112291	905
chr3-112113937-112114864	928
chr3-112117025-112117246	222
chr3-112117769-112118665	897
chr3-112119993-112120817	825
chr3-112126338-112130888	4551
chr3-112131408-112131486	79
chr3-112132239-112135282	3044
chr3-112136899-112138611	1713
chr3-112143482-112144124	643
chr3-112261711-112262119	409
chr3-112293249-112294450	1202
chr3-112297454-112298229	776
chr3-112303402-112304925	1524
chr3-112320691-112321076	386
chr3-112327332-112327830	499
chr3-112332855-112335695	2841
chr3-112357805-112358990	1186
chr3-112364229-112364965	737
chr3-112372381-112372743	363
chr3-112376461-112377302	842
chr3-112378761-112379660	900
chr3-112382697-112383093	397
chr3-112390023-112390191	169
chr3-112391012-112392093	1082
chr3-112405834-112406233	400
chr3-112407270-112407519	250
chr3-112413111-112413486	376
chr3-112426156-112426479	324
chr3-112437349-112437972	624
chr3-112459719-112460982	1264
chr3-112463074-112464994	1921
chr3-112467931-112468291	361
chr3-112472742-112474151	1410
chr3-112474729-112475252	524
chr3-112476325-112476527	203
chr3-112477882-112478303	422
chr3-112481193-112481603	411
chr3-112482614-112483200	587
chr3-112489945-112490345	401
chr3-112490935-112491490	556
chr3-112493551-112494274	724
chr3-112495210-112496919	1710
chr3-112497781-112500228	2448
chr3-112504130-112504544	415
chr3-112508953-112509162	210
chr3-112514578-112514917	340
chr3-112518997-112519844	848
chr3-112531365-112531722	358
chr3-112539792-112540313	522
chr3-112553978-112554411	434
chr3-112555535-112556438	904
chr3-112557891-112558440	550
chr3-112559579-112559979	401
chr3-112560549-112563471	2923
chr3-112569257-112569658	402
chr3-112572487-112573110	624
chr3-112579007-112579756	750
chr3-112582239-112582626	388
chr3-112642820-112644018	1199
chr3-112648726-112649138	413
chr3-112670891-112671324	434
chr3-112672255-112673539	1285
chr3-112676180-112677501	1322
chr3-112710002-112710271	270
chr3-112734662-112735361	700
chr3-112736836-112737369	534
chr3-112739626-112741228	1603
chr3-112751003-112751465	463
chr3-112755738-112756318	581
chr3-112767033-112767794	762
chr3-112773688-112774599	912
chr3-112775916-112776521	606
chr3-112780296-112780489	194
chr3-112782766-112782794	29
chr3-112794481-112795182	702
chr3-112807649-112808100	452
chr3-112813371-112814865	1495
chr3-112817771-112818916	1146
chr3-112847632-112848642	1011
chr3-112856475-112857025	551
chr3-112857578-112859102	1525
chr3-112873566-112874078	513
chr3-112874776-112874866	91
chr3-112908225-112908598	374
chr3-112931782-112932134	353
chr3-112958959-112959321	363
chr3-112965619-112968777	3159
chr3-112972406-112977340	4935
chr3-112979173-112979653	481
chr3-112982962-112983101	140
chr3-112984291-112984978	688
chr3-112987425-112987426	2
chr3-112990291-112991801	1511
chr3-113002333-113003309	977
chr3-113005265-113006819	1555
chr3-113018338-113020349	2012
chr3-113035360-113035798	439
chr3-113051103-113051736	634
chr3-113054468-113055628	1161
chr3-113084970-113085022	53
chr3-113103527-113103938	412
chr3-113140966-113141161	196
chr3-113211938-113212751	814
chr3-113223924-113224385	462
chr3-113271314-113271553	240
chr3-113275734-113276902	1169
chr3-113277646-113277684	39
chr3-113288045-113288472	428
chr3-113423958-113424011	54
chr3-113441082-113441839	758
chr3-113484971-113485842	872
chr3-113494091-113495452	1362
chr3-113513975-113516789	2815
chr3-113531329-113535172	3844
chr3-113535934-113536284	351
chr3-113552772-113553269	498
chr3-113560803-113561405	603
chr3-113577694-113578288	595
chr3-113591007-113591318	312
chr3-113606625-113607586	962
chr3-113614231-113614924	694
chr3-113620112-113620522	411
chr3-113625303-113627328	2026
chr3-113631062-113631631	570
chr3-113659056-113659687	632
chr3-113676151-113676701	551
chr3-113694935-113698140	3206
chr3-113698649-113699488	840
chr3-113736386-113737260	875
chr3-113741709-113742561	853
chr3-113743235-113748148	4914
chr3-113748705-113749729	1025
chr3-113754322-113755211	890
chr3-113783314-113784364	1051
chr3-113788536-113789084	549
chr3-113828617-113828848	232
chr3-113830038-113831239	1202
chr3-113832667-113832784	118
chr3-113838330-113839423	1094
chr3-113844686-113845013	328
chr3-113897559-113897586	28
chr3-113912524-113913360	837
chr3-113947226-113949023	1798
chr3-113985377-113986066	690
chr3-114005224-114006036	813
chr3-114011003-114011478	476
chr3-114055718-114057746	2029
chr3-114061056-114061058	3
chr3-114092049-114093048	1000
chr3-114093700-114093927	228
chr3-114105475-114105862	388
chr3-114108190-114108404	215
chr3-114111014-114111904	891
chr3-114152352-114153233	882
chr3-114155415-114155784	370
chr3-114212642-114216815	4174
chr3-114217373-114218298	926
chr3-114218945-114219074	130
chr3-114221139-114223781	2643
chr3-114225937-114226907	971
chr3-114231318-114233425	2108
chr3-114234616-114235003	388
chr3-114285522-114286658	1137
chr3-114290592-114292019	1428
chr3-114293683-114295457	1775
chr3-114296598-114297395	798
chr3-114298616-114298643	28
chr3-114299317-114300523	1207
chr3-114307211-114309487	2277
chr3-114314363-114314645	283
chr3-114315719-114316135	417
chr3-114323805-114324192	388
chr3-114327810-114327996	187
chr3-114332330-114333319	990
chr3-114338599-114339306	708
chr3-114383715-114384706	992
chr3-114389118-114389549	432
chr3-114405279-114405520	242
chr3-114418619-114419306	688
chr3-114427821-114428657	837
chr3-114451053-114451843	791
chr3-114454014-114455277	1264
chr3-114456673-114457115	443
chr3-114500032-114500562	531
chr3-114519306-114519961	656
chr3-114686865-114686871	7
chr3-114697330-114698795	1466
chr3-114746539-114746886	348
chr3-114759380-114759766	387
chr3-114809777-114810297	521
chr3-115019976-115020279	304
chr3-115022330-115022549	220
chr3-115040688-115041037	350
chr3-115092206-115092625	420
chr3-115097377-115097826	450
chr3-115099905-115100777	873
chr3-115145540-115148818	3279
chr3-115165165-115166052	888
chr3-115186975-115187513	539
chr3-115276149-115276175	27
chr3-115279953-115280148	196
chr3-115512660-115513756	1097
chr3-115658020-115659828	1809
chr3-115692876-115693323	448
chr3-115783637-115785531	1895
chr3-115792084-115792783	700
chr3-115814794-115815170	377
chr3-115819722-115820254	533
chr3-116020543-116020762	220
chr3-116038518-116039044	527
chr3-116770830-116771195	366
chr3-116808891-116809648	758
chr3-117019104-117019505	402
chr3-117035763-117037115	1353
chr3-117045124-117045453	330
chr3-117054604-117055813	1210
chr3-117057172-117057313	142
chr3-117063767-117064508	742
chr3-117084211-117084714	504
chr3-117347068-117347200	133
chr3-117404191-117404495	305
chr3-117427924-117428686	763
chr3-117439603-117440554	952
chr3-117450063-117450377	315
chr3-117553442-117553919	478
chr3-117566995-117567062	68
chr3-117603204-117603488	285
chr3-117722777-117723326	550
chr3-118851729-118852193	465
chr3-118882359-118882745	387
chr3-118884633-118885284	652
chr3-118949238-118949828	591
chr3-118955688-118956564	877
chr3-119034150-119035387	1238
chr3-119207094-119207635	542
chr3-119218932-119219634	703
chr3-119236681-119237234	554
chr3-119238305-119242092	3788
chr3-119257767-119259364	1598
chr3-119274814-119275369	556
chr3-119289199-119289996	798
chr3-119292573-119296765	4193
chr3-119297455-119298352	898
chr3-119300694-119302190	1497
chr3-119303011-119303562	552
chr3-119305204-119305774	571
chr3-119321753-119324321	2569
chr3-119343668-119344076	409
chr3-119351985-119353879	1895
chr3-119357464-119357550	87
chr3-119359597-119359950	354
chr3-119456911-119457764	854
chr3-119462830-119464535	1706
chr3-119467976-119470150	2175
chr3-119497717-119499842	2126
chr3-119524953-119525278	326
chr3-119555062-119555976	915
chr3-119558884-119560305	1422
chr3-119561685-119563197	1513
chr3-119569185-119571129	1945
chr3-119579179-119580764	1586
chr3-119582051-119582561	511
chr3-119585505-119586175	671
chr3-119586938-119589897	2960
chr3-119595853-119596799	947
chr3-119600664-119601111	448
chr3-119624298-119624694	397
chr3-119627334-119629539	2206
chr3-119630145-119631239	1095
chr3-119632215-119632611	397
chr3-119636381-119636480	100
chr3-119637555-119639742	2188
chr3-119653902-119654303	402
chr3-119657942-119658754	813
chr3-119659575-119660082	508
chr3-119664762-119665402	641
chr3-119676224-119678281	2058
chr3-119681283-119681684	402
chr3-119690080-119690445	366
chr3-119700246-119701705	1460
chr3-119702331-119703630	1300
chr3-119783952-119784089	138
chr3-119809243-119810780	1538
chr3-119821013-119821375	363
chr3-119891896-119892369	474
chr3-119894204-119894547	344
chr3-119937176-119937637	462
chr3-120033517-120034059	543
chr3-120079002-120079171	170
chr3-120088663-120089006	344
chr3-120090479-120091221	743
chr3-120091828-120096564	4737
chr3-120146999-120147513	515
chr3-120160053-120160340	288
chr3-120161593-120162386	794
chr3-120177950-120178258	309
chr3-120202930-120203683	754
chr3-120244205-120244678	474
chr3-120344265-120344827	563
chr3-120348062-120350753	2692
chr3-120416890-120418020	1131
chr3-120418861-120419315	455
chr3-120450402-120451220	819
chr3-120557293-120560228	2936
chr3-120561172-120561686	515
chr3-120567474-120568095	622
chr3-120595278-120598301	3024
chr3-120615786-120616220	435
chr3-120678225-120679005	781
chr3-120688097-120688503	407
chr3-120719078-120720280	1203
chr3-120738095-120738108	14
chr3-120741645-120743894	2250
chr3-120791056-120791309	254
chr3-120794959-120795489	531
chr3-120908100-120908162	63
chr3-121431711-121432651	941
chr3-121545209-121547482	2274
chr3-121548497-121549179	683
chr3-121654493-121654927	435
chr3-121659260-121661844	2585
chr3-121667168-121667959	792
chr3-121670738-121671062	325
chr3-121718089-121718845	757
chr3-121724224-121724410	187
chr3-121746580-121746726	147
chr3-121747583-121750851	3269
chr3-121768380-121768909	530
chr3-121794648-121794908	261
